DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update,Start Date,End Date,Duration (Days),Season
2004-0659-THA,No,nat-geo-ear-tsu,Natural,Geophysical,1,38,GLIDE:TC-2024-000161,Dengue,THA,41,South-eastern Asia,0,"Krabi, Phangnga, Phuket, Ranong, Satun, Trang provinces",Heavy rains,Tsunami/Tidal wave,Yes,No,No,1068.0,-0.17684623172338407,Moment Magnitude,-3.001246314701324,-0.12881754613135588,Yangtze river,2004,12.0,26.0,2004,12.0,26.0,1.9978541859433467,8457.0,58550.0,3000.0,-0.0995106467102712,10000000.0,10411641.0,250000.0,403294.0,1000000.0,1613174.0,61.98958593432169,"[{""adm1_code"":2867,""adm1_name"":""Krabi""},{""adm1_code"":2889,""adm1_name"":""Phangnga""},{""adm1_code"":2898,""adm1_name"":""Phuket""},{""adm1_code"":2900,""adm1_name"":""Ranong""},{""adm1_code"":2910,""adm1_name"":""Satun""},{""adm1_code"":2920,""adm1_name"":""Trang""}]",2014-03-27,2023-09-25,2004-12-26,2004-12-26,-0.248165637509339,1
2004-0673-PHL,No,nat-bio-epi-bac,Natural,Biological,2,3,GLIDE:TC-2024-000161,Meningococcal disease,PHL,31,South-eastern Asia,0,"Bagio city, Mt Province, Ifugao (Luzon)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2004,10.0,1.0,2005,1.0,28.0,-0.04735858207694393,44.0,98.0,3000.0,-0.10698710171650597,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,61.98958593432169,"[{""adm1_code"":925,""adm1_name"":""Taiwan Sheng""}]",2005-02-08,2023-09-25,2004-10-01,2005-01-28,2.0105791009007783,4
2004-0677-CHN,No,nat-met-sto-tor,Natural,Meteorological,9,36,GLIDE:TC-2024-000161,Dengue,CHN,6,Eastern Asia,0,"Lufeng Shi area (Shanwei district, Guangdong province), Huilai Xian area (Jieyang district, Guangdong province)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Kph,0.11112317404147908,0.11843532489868315,Yangtze river,2004,5.0,8.0,2004,5.0,8.0,-0.05375525379215235,100.0,22200.0,462.0,-0.10693525405590884,10000000.0,10411641.0,147000.0,199782.0,4000.0,6453.0,61.98958593432169,"[{""adm2_code"":13040,""adm2_name"":""Shanwei""},{""adm2_code"":13047,""adm2_name"":""Jieyang""}]",2005-03-08,2023-09-25,2004-05-08,2004-05-08,-0.248165637509339,2
2004-0678-BGD,No,nat-met-sto-tor,Natural,Meteorological,9,36,GLIDE:TC-2024-000161,Dengue,BGD,3,Southern Asia,0,Sylhet province,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Kph,0.11112317404147908,0.11843532489868315,Yangtze river,2004,5.0,13.0,2004,5.0,13.0,-0.05277115045135105,50.0,22200.0,4000.0,-0.10654550267624771,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,61.98958593432169,"[{""adm1_code"":580,""adm1_name"":""Sylhet""}]",2005-03-08,2023-09-25,2004-05-13,2004-05-13,-0.248165637509339,2
2004-0679-BGD,No,nat-met-sto-sto,Natural,Meteorological,9,33,GLIDE:TC-2024-000161,Dengue,BGD,3,Southern Asia,0,Sunamganj district (Sylhet province),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Kph,0.11112317404147908,0.11843532489868315,Yangtze river,2004,7.0,17.0,2004,7.0,17.0,-0.051048969604948785,100.0,1000.0,3000.0,-0.10687513758737166,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,61.98958593432169,"[{""adm2_code"":5823,""adm2_name"":""Sunamganj""}]",2005-03-09,2023-09-25,2004-07-17,2004-07-17,-0.248165637509339,3
2004-0680-CHN,No,nat-geo-ear-gro,Natural,Geophysical,1,13,USGS:usp000cu4k,Dengue,CHN,6,Eastern Asia,0,"Delingha area (Haixi Mongol and Tibetan district, Qinghai Sheng province)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17689383553411325,Moment Magnitude,1.693518790209612,-0.07636587092104716,Yangtze river,2004,5.0,4.0,2004,5.0,4.0,-0.051048969604948785,44.0,22200.0,4199.0,-0.10652885331971976,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,61.98958593432169,"[{""adm2_code"":13214,""adm2_name"":""Haixi Mongol and Tibetan""}]",2005-03-09,2023-09-25,2004-05-04,2004-05-04,-0.248165637509339,2
2004-0725-PAK,No,nat-bio-epi-dis,Natural,Biological,2,16,GLIDE:TC-2024-000161,Dengue,PAK,30,Southern Asia,0,Goth Nek Mohammed (Karachi),Contaminated water,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Vaccinated,0.11112317404147908,0.11843532489868315,Yangtze river,2004,10.0,16.0,2004,10.0,16.0,-0.05473935713295364,100.0,22200.0,3000.0,-0.10698687823521029,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,61.98958593432169,"[{""adm1_code"":925,""adm1_name"":""Taiwan Sheng""}]",2005-03-23,2023-09-25,2004-10-16,2004-10-16,-0.248165637509339,4
2004-0734-IND,No,nat-hyd-flo-riv,Natural,Hydrological,4,27,GLIDE:TC-2024-000161,Dengue,IND,12,Southern Asia,0,"Uttarakhand, Gujarat, Maharashtra, Punjab, Haryana, Rajasthan provinces",Monsoonal rain,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,"Narmada, Mahi, Kailash, Bayal, Punjab, Ghaggar River",2004,8.0,1.0,2004,9.0,8.0,-0.003565983411286317,44.0,100000.0,3000.0,-0.09582398751613135,10000000.0,10411641.0,147000.0,199782.0,276000.0,445236.0,61.98958593432169,"[{""adm1_code"":1491,""adm1_name"":""Gujarat""},{""adm1_code"":1492,""adm1_name"":""Haryana""},{""adm1_code"":1498,""adm1_name"":""Maharashtra""},{""adm1_code"":1505,""adm1_name"":""Punjab""},{""adm1_code"":1506,""adm1_name"":""Rajasthan""},{""adm1_code"":70082,""adm1_name"":""Uttarakhand""}]",2005-03-25,2023-09-25,2004-08-01,2004-09-08,0.47311419492414386,3
2004-0734-PAK,No,nat-hyd-flo-riv,Natural,Hydrological,4,27,GLIDE:TC-2024-000161,Dengue,PAK,30,Southern Asia,0,"Pasrur Tehsil area (Sialkot district, Punjab province)",Monsoonal rain,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Indus tributaries,2004,8.0,1.0,2004,9.0,8.0,-0.051048969604948785,44.0,22200.0,3000.0,-0.10561246826679517,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,61.98958593432169,"[{""adm2_code"":40384,""adm2_name"":""Sialkot District""}]",2005-03-25,2023-09-25,2004-08-01,2004-09-08,0.47311419492414386,3
2004-0735-KHM,No,nat-hyd-flo-riv,Natural,Hydrological,4,27,GLIDE:TC-2024-000161,Dengue,KHM,5,South-eastern Asia,0,"Kampong Cham, Kampong Chhnang, Kampong Speu, Kampong Thom, Kampot, Kandal, Kratie, Phnom Penh, Preah Vihear, Prey Veng, Stung Treng, Takeo provinces",Monsoonal rain,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2004,8.0,24.0,2004,10.0,21.0,-0.051048969604948785,44.0,22200.0,3000.0,-0.10561246826679517,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,61.98958593432169,"[{""adm1_code"":793,""adm1_name"":""Kampong Cham""},{""adm1_code"":794,""adm1_name"":""Kampong Chhnang""},{""adm1_code"":795,""adm1_name"":""Kampong Speu""},{""adm1_code"":796,""adm1_name"":""Kampong Thom""},{""adm1_code"":797,""adm1_name"":""Kampot""},{""adm1_code"":798,""adm1_name"":""Kandal""},{""adm1_code"":801,""adm1_name"":""Kratie""},{""adm1_code"":806,""adm1_name"":""Phnom Penh""},{""adm1_code"":807,""adm1_name"":""Preah Vihear""},{""adm1_code"":808,""adm1_name"":""Prey Veng""},{""adm1_code"":812,""adm1_name"":""Stung Treng""},{""adm1_code"":814,""adm1_name"":""Takeo""}]",2005-03-25,2023-09-25,2004-08-24,2004-10-21,0.8527351593628191,3
2004-0735-VNM,No,nat-hyd-flo-riv,Natural,Hydrological,4,27,GLIDE:TC-2024-000161,Dengue,VNM,47,South-eastern Asia,0,"An Giang, Vinh Long, Dong Thap, Long An, Can Tho city, Kien Giang provinces",Monsoonal rain,Rain,No,No,No,1068.0,0.4545773254289082,Km2,0.11112317404147908,0.11843532489868315,"Mekong (Cuu Long), Tien River",2004,8.0,24.0,2004,10.0,21.0,-0.04686653040654328,44.0,30000.0,3000.0,-0.10364583286483531,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,61.98958593432169,"[{""adm1_code"":3326,""adm1_name"":""An Giang""},{""adm1_code"":3343,""adm1_name"":""Dong Thap""},{""adm1_code"":3356,""adm1_name"":""Kien Giang""},{""adm1_code"":3362,""adm1_name"":""Long An""},{""adm1_code"":3388,""adm1_name"":""Vinh Long""},{""adm1_code"":73933,""adm1_name"":""Can Tho city""}]",2005-03-25,2023-09-25,2004-08-24,2004-10-21,0.8527351593628191,3
2005-0016-IRN,No,nat-geo-ear-gro,Natural,Geophysical,1,13,USGS:usp000dd01,Dengue,IRN,14,Southern Asia,0,"Agh Ghala area (Gorgan district, Golestan province)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17689515786218907,Moment Magnitude,1.638215223015461,-2.927682194467018,Yangtze river,2005,1.0,10.0,2005,1.0,10.0,-0.051048969604948785,110.0,22200.0,3000.0,-0.1069857608287319,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,64.09274025742687,"[{""adm2_code"":40969,""adm2_name"":""Gorgan""}]",2014-03-07,2023-09-25,2005-01-10,2005-01-10,-0.248165637509339,1
2005-0028-SAU,No,nat-hyd-flo-fla,Natural,Hydrological,4,9,GLIDE:TC-2024-000161,Dengue,SAU,34,Western Asia,0,Madinah province,Heavy rains,Broken Dam/Burst bank|Rain,No,No,No,1068.0,0.1239953064762328,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2005,1.0,22.0,2005,1.0,27.0,-0.0480966595825449,17.0,50.0,3000.0,-0.10699056567658896,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,64.09274025742687,"[{""adm1_code"":2628,""adm1_name"":""Madinah""}]",2006-02-27,2023-09-25,2005-01-22,2005-01-27,-0.1532603963996702,1
2005-0031-IDN,No,nat-geo-ear-gro,Natural,Geophysical,1,13,USGS:usp000de4m,Dengue,IDN,13,South-eastern Asia,0,Kota Palu district (Sulawesi Tengah province),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17688325690950676,Moment Magnitude,-3.617819335553238,1.49008718706724,Yangtze river,2005,1.0,23.0,2005,1.0,23.0,-0.05498538296815396,4.0,680.0,3000.0,-0.10692162169687253,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,64.09274025742687,"[{""adm2_code"":73741,""adm2_name"":""Kota Palu""}]",2014-02-25,2023-09-25,2005-01-23,2005-01-23,-0.248165637509339,1
2005-0044-AFG,No,nat-met-sto-sto,Natural,Meteorological,9,33,GLIDE:TC-2024-000161,Dengue,AFG,0,Southern Asia,0,"Badakhshan, Daykundi, Ghazni, Paktika, Ghor, Zabul, Uruzgan, Wardak provinces",Heavy rains,Cold wave,Yes,No,No,850.0,-0.17485083865698572,Kph,0.11112317404147908,0.11843532489868315,Yangtze river,2005,1.0,15.0,2005,2.0,16.0,0.008735308348729865,44.0,22656.0,3000.0,-0.1044664561825622,10000000.0,10411641.0,147000.0,199782.0,5000.0,7801.0,64.09274025742687,"[{""adm1_code"":272,""adm1_name"":""Badakhshan""},{""adm1_code"":279,""adm1_name"":""Ghazni""},{""adm1_code"":280,""adm1_name"":""Ghor""},{""adm1_code"":295,""adm1_name"":""Paktika""},{""adm1_code"":302,""adm1_name"":""Wardak""},{""adm1_code"":303,""adm1_name"":""Zabul""},{""adm1_code"":99878,""adm1_name"":""Daykundi""},{""adm1_code"":99881,""adm1_name"":""Uruzgan""}]",2005-12-19,2023-09-25,2005-01-15,2005-02-16,0.3592279055925413,1
2005-0044-PAK,No,nat-met-sto-sto,Natural,Meteorological,9,33,GLIDE:TC-2024-000161,Dengue,PAK,30,Southern Asia,0,"Lwargi village (Datta Khel Tehsil area, North Waziristan Agency district, Federally Administered Tribal Areas province)",Heavy rains,Cold wave,No,No,No,1068.0,-0.17485083865698572,Kph,0.11112317404147908,0.11843532489868315,Yangtze river,2005,1.0,15.0,2005,1.0,16.0,-0.040961910361735514,44.0,22200.0,3000.0,-0.10561246826679517,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,64.09274025742687,"[{""adm2_code"":40319,""adm2_name"":""North Waziristan Agency""}]",2005-07-28,2023-09-25,2005-01-15,2005-01-16,-0.22918458928740526,1
2005-0045-TUR,No,nat-met-sto-bli,Natural,Meteorological,9,4,GLIDE:TC-2024-000161,Dengue,TUR,44,Western Asia,0,"Artvin, Bartin, Bolu, Giresun, Istanbul, Kastamonu, Kirklareli, Kocaeli, Ordu, Rize, Sakarya, Samsun, Sinop, Trabzon, Zonguldak provinces",Snowstorm,Transport accident,No,No,No,1068.0,-0.17485083865698572,Kph,0.11112317404147908,0.11843532489868315,Yangtze river,2005,1.0,1.0,2005,4.0,1.0,-0.05473935713295364,44.0,22200.0,3000.0,-0.10561246826679517,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,64.09274025742687,"[{""adm1_code"":3026,""adm1_name"":""Artvin""},{""adm1_code"":3029,""adm1_name"":""Bartin""},{""adm1_code"":3035,""adm1_name"":""Bolu""},{""adm1_code"":3049,""adm1_name"":""Giresun""},{""adm1_code"":3056,""adm1_name"":""Istanbul""},{""adm1_code"":3062,""adm1_name"":""Kastamonu""},{""adm1_code"":3066,""adm1_name"":""Kirklareli""},{""adm1_code"":3068,""adm1_name"":""Kocaeli""},{""adm1_code"":3078,""adm1_name"":""Ordu""},{""adm1_code"":3080,""adm1_name"":""Rize""},{""adm1_code"":3081,""adm1_name"":""Sakarya""},{""adm1_code"":3082,""adm1_name"":""Samsun""},{""adm1_code"":3085,""adm1_name"":""Sinop""},{""adm1_code"":3090,""adm1_name"":""Trabzon""},{""adm1_code"":3096,""adm1_name"":""Zonguldak""}]",2014-11-20,2023-09-25,2005-01-01,2005-04-01,1.4601287024646992,1
2005-0061-TLS,No,nat-bio-epi-vir,Natural,Biological,2,39,GLIDE:TC-2024-000161,Dengue haemorrhagic fever,TLS,42,South-eastern Asia,0,"Dili, Liquica, Maliana, Baucau, Manatuto",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Vaccinated,0.11112317404147908,0.11843532489868315,Yangtze river,2005,1.0,5.0,2005,2.0,28.0,-0.049818840428947166,44.0,336.0,3000.0,-0.10696050744232037,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,64.09274025742687,"[{""adm1_code"":925,""adm1_name"":""Taiwan Sheng""}]",2005-03-23,2023-09-25,2005-01-05,2005-02-28,0.776810966475084,1
2005-0063-TJK,No,nat-hyd-mmw-ava,Natural,Hydrological,8,2,GLIDE:TC-2024-000161,Dengue,TJK,40,Central Asia,0,"Degdonak (Darbanskiy district, Tadzhikistan Territories province)",Heavy snowfall,"Slide (land, mud, snow, rock)",No,Yes,No,293.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2005,2.0,3.0,2005,2.0,3.0,-0.05129499544014911,3.0,1560.0,390.0,-0.10677982281476531,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,64.09274025742687,"[{""adm2_code"":37617,""adm2_name"":""Darbanskiy""}]",2005-07-28,2023-09-25,2005-02-03,2005-02-03,-0.248165637509339,1
2005-0070-TUR,No,nat-geo-ear-gro,Natural,Geophysical,1,13,USGS:usp000debc,Dengue,TUR,44,Western Asia,0,"Batman city (Merkez district, Batman province), Siirt city (Merkez district, Siirt province), Adana, Van, Hakkari provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17688854622181002,Moment Magnitude,1.7094374348610302,-3.6624787939660757,Yangtze river,2005,1.0,25.0,2005,1.0,25.0,-0.05473935713295364,22.0,400.0,3000.0,-0.10695089774660625,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,64.09274025742687,"[{""adm1_code"":3017,""adm1_name"":""Adana""},{""adm1_code"":3051,""adm1_name"":""Hakkari""},{""adm1_code"":3093,""adm1_name"":""Van""},{""adm2_code"":27607,""adm2_name"":""Merkez""},{""adm2_code"":28246,""adm2_name"":""Merkez""}]",2006-01-17,2023-09-25,2005-01-25,2005-01-25,-0.248165637509339,1
2005-0079-PAK,No,nat-hyd-flo-riv,Natural,Hydrological,4,27,GLIDE:TC-2024-000161,Dengue,PAK,30,Southern Asia,0,"Awaran, Gwadar, Jaffarabad, Jahl Magsi, Kech, Killa Abdullah, Lasbela, Nasirabad, Pishin, Quetta districts (Balochistan province), Abbottabad, Batagram, Kohistan, Lower Dir, Upper Dir, Malakand, Mansehra, Mardan, Shangla, Swat, Chitral districts (North-West Frontier province), Muzaffarabad, Bagh, Astore districts (Jammu and Kashmir province)",Heavy rains and snow,"Broken Dam/Burst bank|Slide (land, mud, snow, rock)",Yes,No,No,1300.0,1.4521416258205013,Km2,0.11112317404147908,0.11843532489868315,"Dasht, Hingol, Nehang",2005,2.0,9.0,2005,2.0,16.0,0.07270202550081402,450.0,7000000.0,3000.0,0.6752367658619296,10000000.0,10411641.0,147000.0,199782.0,30000.0,46807.0,64.09274025742687,"[{""adm2_code"":23616,""adm2_name"":""Gwadar District""},{""adm2_code"":23622,""adm2_name"":""Lasbela District""},{""adm2_code"":23627,""adm2_name"":""Quetta District""},{""adm2_code"":40289,""adm2_name"":""Awaran District""},{""adm2_code"":40295,""adm2_name"":""Jaffarabad District""},{""adm2_code"":40296,""adm2_name"":""Jhal Magsi District""},{""adm2_code"":40298,""adm2_name"":""Kech District""},{""adm2_code"":40301,""adm2_name"":""Killa Abdullah District""},{""adm2_code"":40308,""adm2_name"":""Nasirabad District""},{""adm2_code"":40310,""adm2_name"":""Pishin District""},{""adm2_code"":23647,""adm2_name"":""Malakand Protected Area""},{""adm2_code"":40329,""adm2_name"":""Abbottabad District""},{""adm2_code"":40331,""adm2_name"":""Batagram District""},{""adm2_code"":40334,""adm2_name"":""Chitral District""},{""adm2_code"":40340,""adm2_name"":""Kohistan District""},{""adm2_code"":40342,""adm2_name"":""Lower Dir District""},{""adm2_code"":40344,""adm2_name"":""Mansehra District""},{""adm2_code"":40345,""adm2_name"":""Mardan District""},{""adm2_code"":40348,""adm2_name"":""Shangla District""},{""adm2_code"":40350,""adm2_name"":""Swat District""},{""adm2_code"":40352,""adm2_name"":""Upper Dir District""},{""adm2_code"":40410,""adm2_name"":""Administrative unit not available""},{""adm2_code"":40414,""adm2_name"":""Administrative unit not available""},{""adm2_code"":40418,""adm2_name"":""Administrative unit not available""}]",2006-01-16,2023-09-25,2005-02-09,2005-02-16,-0.1152982999558027,1
2005-0084-IRN,No,nat-met-sto-sto,Natural,Meteorological,9,33,GLIDE:TC-2024-000161,Dengue,IRN,14,Southern Asia,0,Gilan province,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Kph,0.11112317404147908,0.11843532489868315,Yangtze river,2005,2.0,13.0,2005,2.0,13.0,-0.051048969604948785,44.0,8000.0,3000.0,-0.10610412711728513,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,64.09274025742687,"[{""adm1_code"":1545,""adm1_name"":""Gilan""}]",2005-03-28,2023-09-25,2005-02-13,2005-02-13,-0.248165637509339,1
2005-0089-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,8,20,GLIDE:TC-2024-000161,Dengue,IDN,13,South-eastern Asia,0,Bandung district (Jawa Barat province),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2005,2.0,21.0,2005,2.0,21.0,-0.020049714369708004,44.0,22200.0,3000.0,-0.10561246826679517,10000000.0,10411641.0,147000.0,199782.0,5000.0,7801.0,64.09274025742687,"[{""adm2_code"":73636,""adm2_name"":""Bandung""}]",2005-03-22,2023-09-25,2005-02-21,2005-02-21,-0.248165637509339,1
2005-0090-IND,No,nat-hyd-mmw-ava,Natural,Hydrological,8,2,GLIDE:TC-2024-000161,Dengue,IND,12,Southern Asia,0,Administrative unit not available districts (Jammu and Kashmir province),Snowstorms,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2005,2.0,15.0,2005,2.0,21.0,0.006275049996726629,44.0,5000.0,3000.0,-0.10643934906080102,10000000.0,10411641.0,147000.0,199782.0,50000.0,78012.0,64.09274025742687,"[{""adm2_code"":72802,""adm2_name"":""Administrative unit not available""},{""adm2_code"":72838,""adm2_name"":""Administrative unit not available""},{""adm2_code"":72810,""adm2_name"":""Administrative unit not available""}]",2006-01-18,2023-09-25,2005-02-15,2005-02-21,-0.13427934817773646,1
2005-0092-IRN,No,nat-geo-ear-gro,Natural,Geophysical,1,13,USGS:usp000dgpx,Dengue,IRN,14,Southern Asia,0,"Rooein Abad, Akbar, Asghar, Dehaafkan, Behabad, Sardkooyeh, Fathabad, Motaharabad, Eslam Abad, Arjomandieh, Baharestan villages (Zarand district, Kerman province)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1785.0,-0.17688193458143095,Moment Magnitude,0.7669438877408554,-2.7761401122228,Yangtze river,2005,2.0,22.0,2005,2.0,22.0,0.0953364023392438,1411.0,93355.0,3000.0,-0.09640883806691873,10000000.0,10411641.0,147000.0,199782.0,80000.0,124819.0,64.09274025742687,"[{""adm2_code"":41141,""adm2_name"":""Zarand""}]",2005-07-28,2023-09-25,2005-02-22,2005-02-22,-0.248165637509339,1
2005-0101-AFG,No,nat-hyd-flo-riv,Natural,Hydrological,4,27,GLIDE:TC-2024-000161,Dengue,AFG,0,Southern Asia,0,"Nimroz, Uruzgan, Farah, Ghor provinces",Heavy rains and snowmelt,"Slide (land, mud, snow, rock)",No,No,No,1068.0,0.4319655153325452,Km2,0.11112317404147908,0.11843532489868315,"Sistan Wetlands, Helmand rivers and tributaries",2005,3.0,5.0,2005,4.0,5.0,-0.054493331297753314,44.0,22200.0,1500.0,-0.10683044132823621,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,64.09274025742687,"[{""adm1_code"":277,""adm1_name"":""Farah""},{""adm1_code"":280,""adm1_name"":""Ghor""},{""adm1_code"":293,""adm1_name"":""Nimroz""},{""adm1_code"":99881,""adm1_name"":""Uruzgan""}]",2005-09-14,2023-09-25,2005-03-05,2005-04-05,0.3402468573706075,2
2005-0113-IRN,No,nat-hyd-flo-riv,Natural,Hydrological,4,27,GLIDE:TC-2024-000161,Dengue,IRN,14,Southern Asia,0,Lorestan province,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,0.12769782508850278,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2005,3.0,11.0,2005,3.0,12.0,-0.054493331297753314,44.0,3000.0,3000.0,-0.10666283035647826,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,64.09274025742687,"[{""adm1_code"":1555,""adm1_name"":""Lorestan""}]",2005-03-25,2023-09-25,2005-03-11,2005-03-12,-0.22918458928740526,2
2005-0116-KAZ,No,nat-hyd-flo-fla,Natural,Hydrological,4,9,GLIDE:TC-2024-000161,Dengue,KAZ,19,Central Asia,0,Kyzylordinskaya province,Dam/levy break or release,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Syr Darya,2005,2.0,24.0,2005,3.0,23.0,-0.051048969604948785,44.0,25000.0,3000.0,-0.10420453610402845,10000000.0,10411641.0,147000.0,199782.0,7662.0,11955.0,64.09274025742687,"[{""adm1_code"":1721,""adm1_name"":""Kyzylordinskaya""}]",2005-03-30,2023-09-25,2005-02-24,2005-03-23,0.2643226644828725,1
2005-0116-UZB,No,nat-hyd-flo-fla,Natural,Hydrological,4,9,GLIDE:TC-2024-000161,Dengue,UZB,46,Central Asia,0,"Boymurod area (Kanimekh District district, Navoiy province), Qoshquduq area (Nurata District district, Navoiy province)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,1068.0,-0.17485083865698572,Km2,0.11112317404147908,0.11843532489868315,Yangtze river,2005,2.0,24.0,2005,3.0,13.0,-0.051048969604948785,44.0,1500.0,3000.0,-0.10683044132823621,10000000.0,10411641.0,147000.0,199782.0,71000.0,97703.0,64.09274025742687,"[{""adm2_code"":39814,""adm2_name"":""Kanimekh district""},{""adm2_code"":39820,""adm2_name"":""Nurata district""}]",2005-03-18,2023-09-25,2005-02-24,2005-03-13,0.0745121822635349,1
